103.686	167.778
108.38	153.556
113.069	140.889
117.757	123.333
122.442	126.222
127.123	128.889
131.802	126.889
136.477	124
141.151	104.667
145.821	105.778
150.489	99.7778
155.154	100.889
159.815	94
164.475	93.1111
169.13	96
173.784	112.667
178.434	119.778
183.083	122
187.727	121.556
192.37	113.778
197.009	97.3333
201.646	88
206.279	80.6667
210.911	79.1111
215.54	88.8889
220.165	81.7778
224.789	83.7778
229.408	82.6667
234.025	81.1111
238.64	70.8889
243.251	78.4444
247.861	72.4444
252.466	76.4444
257.07	78.2222
261.67	81.7778
266.269	82
270.864	71.5556
275.457	76
280.046	78.4444
284.632	78.4444
289.217	72.4444
293.798	70
298.378	74.6667
302.953	72
307.526	65.3333
312.097	68.6667
316.664	71.3333
321.229	69.3333
325.792	69.5556
330.351	70.2222
334.908	68
339.463	71.3333
344.014	68.4444
348.562	72.4444
353.109	69.3333
357.652	72
362.192	67.5556
366.729	70.8889
371.266	73.3333
375.798	67.7778
380.327	71.5556
384.854	68.2222
389.378	67.1111
393.901	69.1111
398.419	67.5556
402.936	67.1111
407.449	70.4444
411.96	65.3333
416.468	71.3333
420.973	70.4444
425.477	71.3333
429.977	67.5556
434.474	63.7778
438.969	69.5556
443.461	70
447.951	67.3333
452.438	71.3333
456.922	71.3333
461.403	71.7778
465.882	69.3333
470.358	71.1111
474.832	70.8889
479.303	68.6667
483.771	65.5556
488.237	70.8889
492.698	66.8889
497.159	66.2222
501.617	63.1111
506.072	63.1111
510.524	62.2222
514.974	64.8889
519.42	67.7778
523.865	65.5556
528.307	61.5556
532.747	63.1111
537.184	62.2222
541.617	62
546.048	65.3333
550.477	61.1111
554.903	62.8889
559.327	62.6667
563.748	66.8889
568.165	65.5556
572.581	64.6667
576.994	65.1111
581.405	64.8889
585.812	65.1111
590.218	64.4444
594.62	69.7778
599.02	67.1111
603.417	64
607.813	66.4444
612.204	68.4444
616.595	67.7778
620.981	66.2222
625.365	68.8889
629.748	65.1111
634.127	67.3333
638.503	64
642.878	67.1111
647.25	62.8889
651.618	62.4444
655.984	63.5556
660.349	67.3333
664.71	68.8889
669.069	62.4444
673.425	68
677.778	66
682.129	70.8889
686.478	62
690.824	59.7778
695.167	66.4444
699.508	64.4444
703.846	65.7778
708.182	67.1111
712.515	66
716.846	64
721.174	66.4444
725.5	62
729.823	62.2222
734.144	62
738.461	62.4444
742.777	62.4444
747.09	63.1111
751.401	66.6667
755.708	63.3333
760.014	60.8889
764.317	63.5556
768.616	63.1111
772.915	62.8889
777.209	64
781.503	64.6667
785.792	65.1111
790.081	63.3333
794.365	66.4444
798.649	66.6667
802.929	68.4444
807.207	66.4444
811.482	61.7778
815.754	64.4444
820.026	67.3333
824.293	76.4444
828.558	68.2222
832.82	71.7778
837.081	65.7778
841.339	72.2222
845.595	69.7778
849.847	68.6667
854.098	69.3333
858.345	72.8889
862.591	74.2222
866.834	70.4444
871.074	76.8889
875.313	70
879.548	75.3333
883.781	69.7778
888.011	72.2222
892.239	73.1111
896.465	66.8889
900.689	63.7778
904.909	68.8889
909.128	67.5556
913.344	65.1111
917.557	69.5556
921.768	62.6667
925.977	66.2222
930.183	66.4444
934.387	66.8889
938.588	67.5556
942.787	68.8889
946.983	65.5556
951.176	61.5556
955.369	70
959.557	65.7778
963.744	68
967.927	68.4444
972.11	67.5556
976.289	69.5556
980.466	68.8889
984.641	71.3333
988.813	70.8889
992.982	72.6667
997.149	71.3333
1001.31	74.4445
1005.48	70.6667
1009.64	75.1111
1013.79	74.2222
1017.95	72.4445
1022.1	73.1111
1026.25	76.8889
1030.4	80.4444
1034.55	78.8889
1038.69	76.6667
1042.83	84.4444
1046.97	77.7778
1051.11	85.3333
1055.24	88.2222
1059.37	80.6667
1063.5	87.7778
1067.63	82.8889
1071.75	86
1075.87	85.5556
1079.99	86.8889
1084.11	95.1111
1088.22	91.1111
1092.33	98.4444
1096.44	97.1111
1100.55	96.4444
1104.66	109.333
1108.76	96.8889
1112.86	106
1116.96	112.222
1121.05	115.556
1125.15	115.111
1129.24	114.444
1133.33	120.444
1137.41	119.333
1141.5	125.111
1145.58	130.889
1149.66	129.778
1153.74	138.667
1157.81	135.556
1161.88	137.333
1165.95	143.333
1170.02	151.111
1174.08	144.889
1178.15	156.667
1182.21	161.333
1186.27	155.556
1190.32	159.556
1194.38	159.556
1198.43	166.222
1202.48	172.222
1206.52	173.556
1210.57	176.667
1214.61	180.889
1218.65	188.667
1222.69	185.111
1226.72	190.667
1230.75	210
1234.78	213.333
1238.81	216.222
1242.84	228.444
1246.86	239.778
1250.88	258.889
1254.9	270.222
1258.92	291.556
1262.93	310
1266.95	326.667
1270.95	353.556
1274.96	392.444
1278.97	403.778
1282.97	436.222
1286.97	484.667
1290.97	529.556
1294.96	548.667
1298.96	593.556
1302.95	633.111
1306.94	675.556
1310.93	692.445
1314.91	723.333
1318.89	754.444
1322.87	756
1326.85	738.222
1330.83	736.889
1334.8	689.111
1338.77	664
1342.74	610.444
1346.71	574.667
1350.67	525.333
1354.63	484.222
1358.59	440.889
1362.55	406.667
1366.5	369.111
1370.46	336.667
1374.41	325.778
1378.36	289.333
1382.3	272.222
1386.25	259.111
1390.19	235.333
1394.13	221.778
1398.07	212.889
1402	204
1405.93	195.333
1409.86	191.111
1413.79	185.111
1417.72	187.111
1421.64	169.556
1425.56	178.222
1429.48	176
1433.4	161.556
1437.32	158.222
1441.23	159.556
1445.14	159.556
1449.05	159.556
1452.95	152.222
1456.86	160.222
1460.76	158
1464.66	159.333
1468.56	159.556
1472.45	163.778
1476.34	157.333
1480.24	156.667
1484.12	166.444
1488.01	164.444
1491.89	168.222
1495.78	169.111
1499.66	174.889
1503.53	175.556
1507.41	175.111
1511.28	189.333
1515.15	193.111
1519.02	207.111
1522.89	213.778
1526.75	218
1530.61	228
1534.47	242.222
1538.33	260
1542.19	275.111
1546.04	310.444
1549.89	335.111
1553.74	367.778
1557.59	410.667
1561.43	447.556
1565.28	492.444
1569.12	542.889
1572.96	588.444
1576.79	662.222
1580.63	739.778
1584.46	856.889
1588.29	957.333
1592.12	954.444
1595.94	910.889
1599.76	828.667
1603.58	728.222
1607.4	644.222
1611.22	577.778
1615.04	510.222
1618.85	448.444
1622.66	392.667
1626.47	334.222
1630.27	291.556
1634.08	238.889
1637.88	211.778
1641.68	191.111
1645.48	163.333
1649.27	145.778
1653.06	139.556
1656.86	120.889
1660.64	115.778
1664.43	109.556
1668.22	108.667
1672	99.3333
1675.78	98.4444
1679.56	92.4444
1683.33	91.3333
1687.11	91.1111
1690.88	85.5556
1694.65	84.6667
1698.42	84.8889
1702.18	80.4444
1705.95	81.5556
1709.71	79.3333
1713.47	72.6667
1717.23	79.5556
1720.98	78.8889
1724.74	74.6667
1728.49	76.2222
1732.23	79.7778
1735.98	74.4444
1739.73	73.3333
1743.47	73.7778
1747.21	70.6667
1750.95	72.2222
1754.69	72.2222
1758.42	77.7778
1762.15	70.6667
1765.88	74
1769.61	70.6667
1773.34	68.4444
1777.06	71.3333
1780.78	68
1784.5	69.3333
1788.22	67.1111
1791.94	69.1111
1795.65	69.7778
1799.36	70
1803.07	66.2222
1806.78	65.3333
1810.48	70.2222
1814.19	63.7778
1817.89	62.6667
1821.59	61.3333
1825.28	64.6667
1828.98	61.7778
1832.67	64
1836.36	63.1111
1840.05	62.2222
1843.74	61.3333
1847.42	63.3333
1851.11	60.2222
1854.79	61.7778
1858.47	59.5556
1862.14	61.7778
1865.82	62.8889
1869.49	61.7778
1873.16	64.4444
1876.83	63.5556
1880.49	60.8889
1884.16	61.1111
1887.82	61.7778
1891.48	66.6667
1895.14	60.4444
1898.8	70.4444
1902.45	66.2222
1906.1	61.7778
1909.75	68.8889
1913.4	66
1917.05	64
1920.69	63.7778
1924.33	63.7778
1927.97	63.3333
1931.61	64.6667
1935.25	61.3333
1938.88	63.1111
1942.51	66.2222
1946.14	61.5556
1949.77	59.5556
1953.4	59.3333
1957.02	58
1960.64	55.1111
1964.26	61.3333
1967.88	59.5556
1971.5	60.8889
1975.11	55.7778
1978.72	59.1111
1982.33	56
1985.94	61.1111
1989.55	59.5556
1993.15	57.5556
1996.75	55.1111
2000.35	58.8889
2003.95	56.8889
2007.55	54.2222
2011.14	54.6667
2014.73	54.8889
2018.32	55.5556
2021.91	58.2222
2025.5	53.1111
2029.08	59.5556
2032.67	55.3333
2036.25	57.5556
2039.82	54.2222
2043.4	59.7778
2046.98	58.8889
2050.55	56.8889
2054.12	56
2057.69	60.6667
2061.25	56.8889
2064.82	53.5556
2068.38	57.5556
2071.94	59.1111
2075.5	54.6667
2079.06	54.8889
2082.61	56.4444
2086.16	55.5556
2089.71	56.8889
2093.26	55.7778
2096.81	55.7778
2100.36	59.3333
2103.9	55.5556
2107.44	55.3333
2110.98	54
2114.52	56.4444
2118.05	55.1111
2121.58	52.6667
2125.12	52.2222
2128.65	55.3333
2132.17	60.4444
2135.7	55.3333
2139.22	52.4444
2142.75	57.3333
2146.27	53.7778
2149.78	57.7778
2153.3	57.5556
2156.81	52.8889
2160.32	55.7778
2163.84	56.4444
2167.34	53.7778
2170.85	51.5556
2174.36	56.4444
2177.86	59.1111
2181.36	54.2222
2184.86	52.2222
2188.35	55.7778
2191.85	57.1111
2195.34	50.2222
2198.83	54.6667
2202.32	56.2222
2205.81	56.8889
2209.29	51.7778
2212.78	55.5556
2216.26	56.6667
2219.74	58
2223.22	55.7778
2226.69	53.5556
2230.17	57.3333
2233.64	57.1111
2237.11	52.4444
2240.58	53.1111
2244.04	54.4444
2247.51	53.1111
2250.97	52.8889
2254.43	55.5556
2257.89	54.2222
2261.35	54.4444
2264.8	58.8889
2268.26	59.1111
2271.71	58.2222
2275.16	57.7778
2278.61	54.4444
2282.05	57.3333
2285.49	56.4444
2288.94	58.6667
2292.38	51.5556
2295.82	53.7778
2299.25	57.7778
2302.69	58
2306.12	58.2222
2309.55	60.4444
2312.98	58.4444
2316.41	59.5556
2319.83	54.4444
2323.25	59.7778
2326.68	58.8889
2330.1	55.5556
2333.51	56.6667
2336.93	60.6667
2340.34	63.3333
2343.76	62.4444
2347.17	58
2350.57	58.8889
2353.98	58.2222
2357.39	56.4444
2360.79	59.1111
2364.19	57.5556
2367.59	61.3333
2370.99	60.8889
2374.38	62.2222
2377.78	62.4444
2381.17	62.8889
2384.56	61.7778
2387.95	62
2391.33	63.7778
2394.72	62.8889
2398.1	59.5556
2401.48	63.7778
2404.86	62.4444
2408.24	63.7778
2411.61	70.6667
2414.99	66.6667
2418.36	66.8889
2421.73	62.6667
2425.1	65.5556
2428.46	71.7778
2431.83	68.8889
2435.19	69.5556
2438.55	72.4444
2441.91	74
2445.27	70.6667
2448.62	71.1111
2451.98	78.6667
2455.33	71.1111
2458.68	76.8889
2462.03	73.5556
2465.37	72
2468.72	76.8889
2472.06	72.8889
2475.4	76.6667
2478.74	79.1111
2482.08	80
2485.42	83.5556
2488.75	76.8889
2492.08	83.3333
2495.41	80.6667
2498.74	80.6667
2502.07	79.7778
2505.39	82.6667
2508.72	90
2512.04	87.7778
2515.36	86
2518.67	87.7778
2521.99	90
2525.3	88.8889
2528.62	88.6667
2531.93	93.1111
2535.24	98.4444
2538.54	96.4445
2541.85	96.6667
2545.15	98.4444
2548.45	101.111
2551.75	102.889
2555.05	101.333
2558.35	113.778
2561.64	117.333
2564.94	122.444
2568.23	119.556
2571.52	126.667
2574.8	130.667
2578.09	129.778
2581.37	144
2584.66	154.222
2587.94	159.556
2591.22	166.222
2594.49	170.444
2597.77	174.444
2601.04	182.667
2604.31	179.111
2607.58	185.111
2610.85	178.889
2614.12	185.778
2617.38	187.111
2620.65	191.778
2623.91	189.778
2627.17	179.556
2630.42	177.333
2633.68	166.444
2636.93	162.667
2640.19	158.222
2643.44	143.556
2646.69	140.667
2649.94	137.333
2653.18	131.333
2656.43	125.778
2659.67	120.444
2662.91	116.444
2666.15	120.222
2669.38	101.556
2672.62	108.222
2675.85	101.556
2679.08	101.556
2682.31	100.667
2685.54	97.1111
2688.77	88
2691.99	90.4444
2695.22	92.8889
2698.44	84.2222
2701.66	86
2704.88	86
2708.09	84.6667
2711.31	85.3333
2714.52	83.1111
2717.73	77.3333
2720.94	76.2222
2724.15	80.6667
2727.36	77.3333
2730.56	76.2222
2733.76	78.4444
2736.96	74
2740.16	74.4444
2743.36	76.8889
2746.56	69.3333
2749.75	71.3333
2752.94	66
2756.13	72.2222
2759.32	73.5555
2762.51	72
2765.7	72.6667
2768.88	71.1111
2772.06	68.4444
2775.24	71.3333
2778.42	71.3333
2781.6	71.7778
2784.78	70
2787.95	69.1111
2791.12	69.1111
2794.29	64.4444
2797.46	69.3333
2800.63	68.2222
2803.79	75.5556
2806.96	74.2222
2810.12	68
2813.28	68.4445
2816.44	70.8889
2819.6	69.7778
2822.75	64
2825.91	73.3333
2829.06	72
2832.21	73.7778
2835.36	71.3333
2838.5	73.7778
2841.65	70.6667
2844.79	71.7778
2847.94	72
2851.08	72.8889
2854.22	74.2222
2857.35	76.8889
2860.49	75.7778
2863.62	74.4445
2866.75	76.4444
2869.89	82.8889
2873.01	75.3333
2876.14	77.7778
2879.27	77.5556
2882.39	83.1111
2885.51	81.3333
2888.63	77.3333
2891.75	85.3333
2894.87	81.1111
2897.99	83.5556
2901.1	83.3333
2904.21	84
2907.32	82.8889
2910.43	84
2913.54	81.1111
2916.65	80.8889
2919.75	81.7778
2922.85	80
2925.95	76.6667
2929.05	79.1111
2932.15	77.1111
2935.25	79.5556
2938.34	73.1111
2941.43	69.1111
2944.52	74.4444
2947.61	72.4444
2950.7	67.5556
2953.79	64.2222
2956.87	68.6667
2959.96	66.8889
2963.04	62.4444
2966.12	61.5556
2969.2	59.5556
2972.27	62.2222
2975.35	58.4444
2978.42	61.1111
2981.49	58
2984.56	60.4444
2987.63	52.6667
2990.7	56.6667
2993.76	58.8889
2996.83	51.7778
2999.89	56.2222
3002.95	52.6667
3006.01	57.1111
3009.07	59.1111
3012.12	54.2222
3015.18	48.2222
3018.23	50.2222
3021.28	50.4444
3024.33	52.4444
3027.38	51.3333
3030.42	51.5556
3033.47	57.1111
3036.51	50.4444
3039.55	49.5556
3042.59	47.3333
3045.63	49.1111
3048.66	47.3333
3051.7	46.8889
3054.73	54
3057.76	49.1111
3060.8	46.4444
3063.82	52.4444
3066.85	50
3069.88	48.2222
3072.9	48.4444
3075.92	45.7778
3078.94	45.1111
3081.96	46
3084.98	49.1111
3088	50.8889
3091.01	45.3333
3094.02	48
3097.03	50.6667
3100.04	50
3103.05	43.1111
3106.06	47.1111
3109.06	47.3333
3112.07	45.1111
3115.07	44.2222
3118.07	48.2222
3121.07	49.5556
3124.06	50
3127.06	51.1111
3130.05	46.8889
3133.05	48
3136.04	50.4444
3139.03	50.4444
3142.01	48.2222
3145	48.6667
3147.98	50.4444
3150.97	50.6667
3153.95	48.4444
3156.93	50.4444
3159.91	55.7778
3162.88	51.7778
3165.86	52.6667
3168.83	50.8889
3171.81	54.8889
3174.78	49.7778
3177.75	51.7778
3180.71	55.3333
3183.68	53.3333
3186.64	54.8889
3189.61	52.2222
3192.57	49.5556
3195.53	48.4444
3198.49	52.8889
3201.44	51.3333
3204.4	48.4444
3207.35	51.5556
3210.3	51.3333
3213.26	49.5556
3216.2	51.1111
3219.15	50.8889
3222.1	52
3225.04	48.8889
3227.99	45.7778
3230.93	46.6667
3233.87	41.5556
3236.8	52
3239.74	42.8889
3242.68	40.8889
3245.61	45.7778
3248.54	45.3333
3251.48	44.4444
3254.4	41.7778
3257.33	43.3333
3260.26	44.2222
3263.18	41.7778
3266.11	39.7778
3269.03	40.8889
3271.95	43.7778
3274.87	38.8889
3277.78	40.8889
3280.7	39.5556
3283.61	36.2222
3286.53	37.3333
3289.44	41.7778
3292.35	42.8889
3295.26	42.8889
3298.16	36
3301.07	41.5556
3303.97	41.7778
3306.87	36.8889
3309.77	39.3333
3312.67	41.7778
3315.57	44.4444
3318.47	40
3321.36	45.3333
3324.26	42.8889
3327.15	39.7778
3330.04	39.3333
3332.93	39.7778
3335.81	42.4444
3338.7	41.5556
3341.58	41.3333
3344.47	40.4444
3347.35	41.5556
3350.23	40.6667
3353.11	37.5556
3355.98	39.5556
3358.86	37.1111
3361.73	37.3333
3364.6	43.7778
3367.47	36.2222
3370.34	35.7778
3373.21	37.5556
3376.08	40.2222
3378.94	39.1111
3381.81	41.3333
3384.67	38
3387.53	41.1111
3390.39	38.4444
3393.25	41.1111
3396.1	39.3333
3398.96	33.3333
